,ID,Address,Suburb,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
191,ID557376935,1/1484 Malvern Rd,GLEN IRIS,2,u,500000.0,1/07/2017,1.0,1.0,0.0,54.0,-37.85399,145.04699,19912.0,417.56272815739317,22,False,2047.67,9171.0,742.33,St Roch's School,599.9526520418502,131,Sacre Coeur,953.3812380844919,16
192,ID776616686,1/43 Cameron St,AIRPORT WEST,3,u,752000.0,11/02/2017,1.0,1.0,265.0,26.0,-37.7302,144.8855,20033.0,3452.1385291849806,26,False,1214.67,5603.67,375.33,Niddrie Primary School,626.3172343669704,445,Penleigh &amp; Essendon Grammar School,1352.5498375899406,not ranked
193,ID195180540,84 Raleigh St,THORNBURY,2,h,760000.0,16/04/2016,1.0,0.0,0.0,119.0,-37.7595,145.0061,20014.0,827.1550827015609,26,False,2403.67,5212.33,586.67,Wales Street Primary School,328.49860749818714,175,Santa Maria College,1249.7404260096353,137
194,ID991821277,2/8 Thomas St,PORT MELBOURNE,2,h,880000.0,10/12/2016,1.0,2.0,163.0,39.0,-37.8359,144.9358,22180.0,2425.4313655726874,0,False,659.0,5219.33,338.33,Port Melbourne Primary School,186.24270775642606,325,Albert Park College,1418.8159265836362,131
195,ID265293700,88 Vincent St,OAK PARK,4,h,1260000.0,29/07/2017,2.0,2.0,656.0,59.0,-37.71652,144.91211,20033.0,843.6490843565783,26,False,142.0,344.67,39.33,Oak Park Primary School,280.8087632527016,not ranked,Glenroy Secondary College,1737.3014784372401,511
196,ID453885724,3/39 Lemon Gr,NUNAWADING,2,u,710000.0,26/08/2017,1.0,1.0,903.0,34.0,-37.8064,145.18452,19900.0,1449.1032233637634,35,False,938.33,6892.67,553.33,Mitcham Primary School,776.4267445943225,180,Mullauna Secondary College,501.8416425422653,not ranked
197,ID284219626,7 Victoria St,ST KILDA,3,h,2000000.0,4/03/2017,2.0,2.0,176.0,139.0,-37.8641,144.9739,19956.0,1824.845961909169,19,False,1412.0,6364.0,699.33,St Kilda Park Primary School,748.7902585866801,73,Yesodei HaTorah College,1320.0683426703458,38
198,ID968070618,58 Wolverhampton St,FOOTSCRAY,4,h,977000.0,3/12/2016,2.0,1.0,154.0,12.0,-37.7983,144.8911,20024.0,469.19726320755956,11,False,268.33,736.0,128.33,Footscray Primary School,138.31775875350826,not ranked,Gilmore College For Girls,344.6581679502094,387
199,ID818542213,311/163 Cremorne St,CREMORNE,2,u,570000.0,27/05/2017,2.0,1.0,0.0,12.0,-37.83011,144.99043999999995,22247.0,672.2966290309166,11,False,987.33,2150.33,212.0,Melbourne Girls Grammar,525.9678581080897,65,Melbourne Girls Grammar,525.9678581080897,21
200,ID178293294,31 Kasouka Rd,CAMBERWELL,3,h,2770000.0,16/09/2017,2.0,2.0,593.0,28.0,-37.83176,145.0652,19852.0,391.9169389081617,23,False,3767.67,18925.0,2042.33,Camberwell Primary School,637.156387910832,35,Camberwell High School,693.5708689479042,112
201,ID479926479,14/18 King St,ELSTERNWICK,2,u,537000.0,10/12/2016,1.0,1.0,0.0,49.0,-37.8838,145.0095,19954.0,763.170684065839,23,False,1566.67,8895.33,491.0,Adass Israel School,114.30835573833615,not ranked,Adass Israel School,114.30835573833615,534
202,ID795154918,21 Volga St,HADFIELD,2,h,460000.0,27/11/2016,1.0,4.0,360.0,29.0,-37.7074,144.9407,19961.0,1766.9142458940994,29,False,1683.67,8938.67,509.33,St Thomas More's School,373.7741989930176,not ranked,Pascoe Vale Girls Secondary College,1220.6146215491492,not ranked
203,ID415915550,10 Miami St,HAWTHORN EAST,3,h,2100000.0,17/09/2016,1.0,2.0,664.0,89.0,-37.8345,145.0443,19910.0,1121.6545759636595,18,True,1144.33,6845.67,375.67,Auburn South Primary School,548.4097973025345,124,Auburn High School,602.6700513705732,167
204,ID775227240,322 Young St,FITZROY,2,t,1050000.0,20/05/2017,1.0,1.0,87.0,19.0,-37.7959,144.9802,19975.0,1304.9684253459927,14,False,2047.67,9171.0,742.33,Fitzroy Primary School,428.03341489730957,not ranked,Academy of Mary Immaculate,1007.7097747227581,144
205,ID295778953,29 MacFarlan St,SOUTH YARRA,2,h,2325000.0,7/11/2016,2.0,2.0,355.0,19.0,-37.8392,144.9883,19959.0,365.0493273979242,12,False,1100.67,3636.33,457.33,Christ Church Grammar School,226.91411571916052,14,Melbourne High School,670.7297893553056,2
206,ID842640972,151 Ogilvie St,ESSENDON,3,h,1266000.0,16/07/2016,1.0,2.0,635.0,99.0,-37.74,144.8941,20036.0,2495.07637309364,19,False,1144.33,6845.67,375.67,St John Bosco's School,604.1999386509807,not ranked,Buckley Park College,855.0796174257507,123
207,ID228779215,12/228 The Avenue,PARKVILLE,1,u,500000.0,27/11/2016,1.0,1.0,2431.0,129.0,-37.7821,144.9576,19970.0,476.99007112925955,12,False,136.33,302.67,42.0,Princes Hill Primary School,943.0879757104599,not ranked,Princes Hill Secondary College,671.5117697669701,not ranked
208,ID298004746,130 Mitchell St,NORTHCOTE,3,h,1090000.0,24/09/2016,1.0,2.0,318.0,44.0,-37.7733,145.0078,19929.0,656.5067173993681,21,False,136.33,302.67,42.0,Westgarth Primary School,404.2402864524432,115,Santa Maria College,571.4273710076293,137
209,ID458305414,4 Ananda Ct,WATSONIA,3,h,711000.0,14/05/2016,1.0,2.0,658.0,59.0,-37.7147,145.0752,19984.0,863.8165110559455,38,False,244.0,484.67,61.0,Macleod College,1148.7043217305861,not ranked,Macleod College,1148.7043217305861,459
210,ID288254568,10/51 Stephen St,YARRAVILLE,2,u,397000.0,13/05/2017,1.0,1.0,0.0,44.0,-37.8128,144.8953,19997.0,423.69496817830486,10,False,817.67,1779.67,181.0,St Augustine's School,485.67832909584655,not ranked,Gilmore College For Girls,1525.7014516046404,387
211,ID118489442,7/18 Kelso St,CREMORNE,2,u,546000.0,8/10/2016,1.0,1.0,0.0,39.0,-37.8282,144.9897,22247.0,461.0542795486705,11,False,888.0,2196.0,181.33,Melbourne Girls Grammar,580.0688508305246,65,Melbourne Girls Grammar,580.0688508305246,21
212,ID865521602,138 Bellbridge Dr,HOPPERS CROSSING,3,h,520000.0,27/05/2017,2.0,2.0,530.0,20.0,-37.86713,144.71086,19922.0,1996.9836264795758,31,False,512.0,1119.67,175.67,Bellbridge Primary School,439.9813445870485,not ranked,Hoppers Crossing Secondary College,1436.4181829336535,not ranked
213,ID234319202,2/120 Brighton Rd,RIPPONLEA,2,u,605000.0,7/05/2016,1.0,1.0,722.0,49.0,-37.8794,144.9947,19955.0,391.74164687631423,21,False,431.33,971.0,220.67,Elwood Primary School,603.9983075788057,309,Elwood College,895.4948105544496,175
214,ID309416849,23 Lennox St,YARRAVILLE,3,h,1430000.0,25/02/2017,3.0,2.0,386.0,79.0,-37.816,144.8936,19996.0,322.8389351848987,12,False,817.67,1779.67,181.0,St Augustine's School,413.9327364280661,not ranked,Gilmore College For Girls,1884.878025962332,387
215,ID311143810,25 Downing St,SUNSHINE NORTH,3,h,718000.0,13/05/2017,1.0,2.0,551.0,89.0,-37.771,144.8389,20004.0,1452.1496516456527,22,False,1412.0,6364.0,699.33,Sunshine North Primary School,187.69014111705917,not ranked,Braybrook College,1109.1048396402218,139
216,ID244342567,508/18 Tanner St,RICHMOND,1,u,681000.0,10/09/2016,1.0,1.0,0.0,15.0,-37.8231,144.9906,22247.0,115.04145103150547,11,False,824.67,1890.33,159.33,Richmond Primary School,1036.1683349580899,260,Melbourne Girls Grammar,1083.7743916289535,21
217,ID788516067,130 High St,GLEN IRIS,4,h,1550000.0,14/05/2016,0.0,0.0,769.0,99.0,-37.8628,145.0734,19848.0,704.2481853171718,31,False,1923.67,8979.33,620.33,Glen Iris Primary School,708.2898114692026,120,Korowa Anglican Girls' School,1655.7557509328622,13
218,ID920274390,5/37 Grandview Gr,ROSANNA,2,u,633000.0,14/05/2016,1.0,1.0,210.0,109.0,-37.7417,145.0613,19936.0,445.81571962107586,33,False,824.67,1890.33,159.33,Rosanna Primary School,715.8304599644966,367,Charles La Trobe P-12 College,1436.5811055251477,465
219,ID793194692,8/44 Murphy St,SOUTH YARRA,1,u,955000.0,10/12/2016,1.0,1.0,0.0,34.0,-37.8357,144.991,19959.0,328.00924435916954,12,True,1100.67,3636.33,457.33,Christ Church Grammar School,587.4052052119268,14,Melbourne High School,399.54406059669225,2
220,ID422666205,18 Tyler St,SUNSHINE,2,h,710000.0,3/12/2016,1.0,0.0,457.0,69.0,-37.7878,144.8369,22241.0,363.1752827804851,14,False,2403.67,5212.33,586.67,Our Lady of the Immaculate Conception School,218.15237860140513,not ranked,Sunshine College,738.6623026893332,233
221,ID916246500,14 Victory St,MITCHAM,2,h,883000.0,27/05/2017,1.0,1.0,697.0,59.0,-37.81808,145.2057,19901.0,695.3757815136237,37,False,1471.0,7759.67,779.67,Antonio Park Primary School,212.27970507487578,183,Mullauna Secondary College,1833.1276202239062,not ranked
222,ID208877819,4/13 Ivanhoe Pde,IVANHOE,2,u,705000.0,10/12/2016,1.0,1.0,94.0,39.0,-37.7679,145.0452,19933.0,112.71018452719076,27,False,87.33,252.0,37.0,Ivanhoe Primary School,244.91481949718678,100,Ivanhoe Girls' Grammar School,321.60472889860995,49
223,ID153673493,7/113 Punt Rd,WINDSOR,1,u,350000.0,29/04/2017,1.0,0.0,0.0,44.0,-37.8508,144.984,19958.0,534.4653774149344,15,False,1064.67,4200.67,432.67,Wesley College,273.32149660123787,202,Wesley College,273.32149660123787,98
224,ID717722089,10 Leura St,DONCASTER EAST,5,h,1730000.0,9/09/2017,2.0,2.0,746.0,49.0,-37.78658,145.16086,19898.0,3848.2160945652267,30,False,3327.0,11071.67,1069.33,Donburn Primary School,421.82111704696604,187,East Doncaster Secondary College,535.5037260303908,not ranked
225,ID137984065,30 Boldrewood Pde,RESERVOIR,3,h,670500.0,22/08/2016,1.0,2.0,654.0,7.0,-37.7229,145.0225,20010.0,1520.5540931846854,33,True,824.67,1890.33,159.33,Reservoir East Primary School,330.79447679822937,not ranked,Reservoir High School,644.262249580375,346
226,ID688322721,17 Marigolds Rd,YALLAMBIE,3,h,800000.0,27/11/2016,2.0,2.0,660.0,25.0,-37.7285,145.0845,19983.0,1380.1359591114788,35,False,1002.67,4068.0,328.33,Viewbank Primary School,845.3179825031602,238,Macleod College,1159.3047160970866,459
227,ID928224459,48 Nicholas St,ASHBURTON,5,h,1600000.0,27/11/2016,3.0,4.0,700.0,69.0,-37.8724,145.0758,19847.0,566.5935147438784,32,False,1654.0,9119.67,550.0,Solway Primary School,277.1475275384057,278,Korowa Anglican Girls' School,2223.376234986902,13
228,ID403417215,7 Caravelle Cr,STRATHMORE HEIGHTS,3,h,1000000.0,19/08/2017,1.0,2.0,534.0,59.0,-37.71106,144.89427,20032.0,2147.68314301362,28,False,987.33,2150.33,212.0,Glenroy West Primary School,1409.4973787488404,not ranked,Gladstone Park Secondary College,2399.9943535808047,not ranked
229,ID511106987,1/34 Cumming St,BURWOOD,5,h,1060000.0,12/06/2016,3.0,2.0,326.0,6.0,-37.8528,145.1129,19840.0,2316.866805326694,34,False,579.33,1758.33,160.33,Presbyterian Ladies' College,701.1650795890126,1,Presbyterian Ladies' College,701.1650795890126,6
230,ID363695574,22 Tennyson St,MOONEE PONDS,3,h,1400000.0,7/11/2016,2.0,2.0,597.0,119.0,-37.761,144.9296,20038.0,1057.5751769441094,14,False,278.0,489.0,65.0,Moonee Ponds Primary School,395.852809315435,225,Lowther Hall Anglican Grammar School,1292.8858963270848,not ranked
231,ID973235907,83 Bulli St,MOORABBIN,4,h,1200000.0,8/10/2016,2.0,1.0,696.0,64.0,-37.9398,145.0554,19872.0,1527.1445546362722,39,True,71.0,261.0,20.0,Southmoor Primary School,206.16280848007568,26,Bentleigh Secondary College,1437.934632019513,230
232,ID256353527,19 Charles St,NORTHCOTE,3,h,1360000.0,23/09/2017,2.0,1.0,184.0,109.0,-37.77651,144.99074,20017.0,246.41947711975314,20,False,142.0,344.67,39.33,Merri Creek Primary School,299.43705607759364,191,Northcote High School,277.3847890030333,178
233,ID232255463,1/63 Millswyn St,SOUTH YARRA,2,u,805000.0,12/11/2016,1.0,1.0,0.0,139.0,-37.8359,144.9801,19959.0,1113.0411947814357,12,True,1100.67,3636.33,457.33,Melbourne Grammar School,368.5706287926903,79,Melbourne Grammar School,368.5706287926903,14
234,ID380920363,42 Queens Pde,GLEN IRIS,3,h,1850000.0,3/09/2017,1.0,1.0,645.0,119.0,-37.85341,145.09188999999995,19849.0,1021.0617104148174,29,False,2047.67,9171.0,742.33,St Benedict's School,651.4237048217211,not ranked,Presbyterian Ladies' College,1433.8686708705966,6
235,ID728388025,15 Aloomba St,CHADSTONE,3,h,992000.0,15/10/2016,1.0,2.0,586.0,69.0,-37.8805,145.0978,19839.0,924.1798039935719,31,False,1540.67,6062.33,477.67,St Mary Magdalen's School,309.2425713145017,not ranked,Salesian College,329.3927118814634,153
236,ID766421749,27 Zoe Cct,NORTHCOTE,3,t,980000.0,25/02/2017,2.0,2.0,195.0,7.0,-37.7678,144.9853,20016.0,907.5480600452506,22,False,142.0,344.67,39.33,Brunswick East Primary School,544.6917063878589,not ranked,Northcote High School,806.7884100456065,178
237,ID998409761,108/33 Jeffcott St,WEST MELBOURNE,3,u,660000.0,7/05/2016,2.0,1.0,0.0,21.0,-37.8118,144.9526,19841.0,269.3160051746934,2,False,584.33,2731.67,211.67,North Melbourne Primary School,1464.7908223071968,182,Ozford College,200.99851664066577,530
238,ID380714584,37 Waltham St,FLEMINGTON,2,h,1225000.0,9/09/2017,1.0,1.0,150.0,129.0,-37.78363,144.92997,20040.0,420.7555003421328,10,False,2047.67,9171.0,742.33,St Brendan's School,194.94040957893566,not ranked,Mount Alexander 7-12 College,330.91929024544214,not ranked
239,ID395749644,38 Alfred Rd,ESSENDON,3,h,1290000.0,28/08/2016,1.0,1.0,618.0,59.0,-37.7442,144.9249,20035.0,223.1758830659501,21,False,1144.33,6845.67,375.67,St Vincent de Paul's School,238.90702507300696,189,Strathmore Secondary College,821.5046720146637,133
240,ID899802051,65 Caroline St,SOUTH YARRA,3,t,3475000.0,20/05/2017,3.0,1.0,296.0,49.0,-37.8366,144.9882,19959.0,418.3165119220819,12,False,1245.0,3886.0,447.67,Christ Church Grammar School,339.6989429034447,14,Melbourne Girls Grammar,622.6447954538155,21
241,ID506851482,10 Efficient St,EPPING,3,h,568000.0,17/06/2017,2.0,2.0,420.0,7.0,-37.62145,145.01051,20005.0,3853.406547090895,45,True,2006.67,7754.33,1051.33,St Mary of the Cross MacKillop Catholic Parish Primary School,539.0220379210025,not ranked,Edgars Creek Secondary College,1414.891533006457,not ranked
242,ID577689665,16/62 Cunningham St,NORTHCOTE,1,u,422000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.7827,144.9999,19928.0,238.78090514797708,19,False,136.33,302.67,42.0,Spensley Street Primary School,574.6574531619185,not ranked,Fitzroy High School,1120.3944348066773,248
243,ID893076976,18 Grange Dr,SOUTH MORANG,3,h,644000.0,3/06/2017,2.0,4.0,492.0,12.0,-37.64215,145.08584,52159.0,594.999422966325,51,False,101.67,251.33,18.67,Marymede Catholic College,475.2429997928845,not ranked,Marymede Catholic College,475.2429997928845,231
244,ID469092048,26 Talbot St,BRUNSWICK,2,h,860000.0,22/08/2016,1.0,0.0,153.0,129.0,-37.7657,144.9574,19968.0,295.99163159172235,15,True,703.67,1502.0,135.67,Brunswick North Primary School,895.646757015822,not ranked,Sydney Road Community School,593.839920949369,447
245,ID398895525,7 Buchan St,DANDENONG NORTH,5,h,895000.0,22/07/2017,2.0,4.0,779.0,49.0,-37.94465,145.21236000000005,19890.0,3998.2994158097254,44,False,1083.67,3612.67,368.33,Rosewood Downs Primary School,113.55318724280967,not ranked,Nazareth College,1563.2971670726477,232
246,ID769614294,5 Kenney St,SUNSHINE WEST,3,h,515000.0,10/12/2016,1.0,1.0,620.0,22.0,-37.7968,144.8142,20020.0,1858.5332571241145,19,False,2403.67,5212.33,586.67,Glengala Primary School,243.72721259042572,not ranked,Marian College,1234.1937100332916,not ranked
247,ID738072982,165 Hilton St,GLENROY,4,h,630000.0,27/11/2016,2.0,2.0,602.0,69.0,-37.7005,144.9258,20032.0,879.1296501744595,28,False,1683.67,8938.67,509.33,Glenroy Central Primary School,425.6712693457959,422,Glenroy Private,430.215511794024,not ranked
248,ID455113315,123 Cumberland Rd,PASCOE VALE,3,h,870000.0,1/07/2017,1.0,2.0,654.0,22.0,-37.72796,144.93885,20034.0,988.3168715124368,23,False,705.33,5479.67,335.0,Pascoe Vale Primary School,389.6353107076713,414,Pascoe Vale Girls Secondary College,1194.274092607792,not ranked
249,ID264899328,3 Xavier Gr,RESERVOIR,3,h,920000.0,4/06/2016,2.0,2.0,623.0,5.0,-37.7276,145.0165,20011.0,1211.909976330232,31,True,824.67,1890.33,159.33,Holy Name School,347.97397836975205,463,Reservoir High School,1311.1131965230936,346
250,ID757345007,4 Limestone Av,KEILOR EAST,3,h,1295000.0,19/08/2017,3.0,2.0,326.0,7.0,-37.74009,144.87787,22253.0,3810.8042554366007,18,False,591.67,1189.67,177.33,Niddrie Primary School,1030.2638064787805,445,Essendon Keilor College,719.5065904747195,460
251,ID214050287,27 Helene Ct,BORONIA,4,h,783000.0,3/06/2017,1.0,3.0,730.0,44.0,-37.87377,145.28688,19868.0,1148.8536674484687,51,False,59.0,124.0,5.33,Wattle View Primary School,811.7660510245197,not ranked,Boronia K-12 College,1811.2653339080643,473
252,ID794001243,14 Adamson St,HEIDELBERG,3,h,1400000.0,27/11/2016,1.0,1.0,827.0,67.0,-37.74800000000001,145.0625,19936.0,653.9782006983045,33,False,1144.33,6845.67,375.67,Heidelberg Primary School,880.1188054474584,109,Our Lady of Mercy College,1192.5778708006344,90
253,ID631062890,23 William St,HAWTHORN,3,h,1377000.0,22/08/2016,1.0,2.0,314.0,129.0,-37.8202,145.0404,19904.0,375.78078227409463,15,False,1144.33,6845.67,375.67,Glenferrie Primary School,709.0561218567133,62,Swinburne Senior Secondary College,328.80628502558426,not ranked
254,ID240494200,111 Nepean Hwy,ELSTERNWICK,3,h,1060000.0,27/05/2017,2.0,1.0,306.0,44.0,-37.89507,145.00477,19953.0,188.45894432531512,25,False,1666.0,9333.67,523.0,Leibler Yavneh College,294.1138077826337,not ranked,Leibler Yavneh College,294.1138077826337,28
255,ID503978600,18A Hart St,AIRPORT WEST,3,t,730000.0,17/06/2017,1.0,2.0,242.0,9.0,-37.72893,144.88859,20033.0,3146.454172645462,26,False,1214.67,5603.67,375.33,St Christopher's School,854.240818554184,274,Penleigh &amp; Essendon Grammar School,1646.588442583684,not ranked
256,ID609966357,1/80 Delaware St,RESERVOIR,2,t,615000.0,20/05/2017,1.0,1.0,202.0,12.0,-37.7199,145.0091,20010.0,383.376559247166,33,False,885.0,1901.0,227.67,St Gabriel's School,408.1673037939136,not ranked,Reservoir High School,1839.0484914301946,346
257,ID239660718,111 Ramu Pde,HEIDELBERG WEST,3,h,722000.0,25/02/2017,1.0,2.0,593.0,69.0,-37.7386,145.0387,19936.0,2462.0294068249573,33,True,1173.67,8523.67,974.67,East Preston Islamic College,561.413252526729,not ranked,East Preston Islamic College,561.413252526729,491
258,ID780719363,3 Walkers Rd,CARRUM,4,h,845000.0,3/06/2017,2.0,2.0,633.0,89.0,-38.0781,145.12429,19858.0,392.8767879360406,61,False,990.0,3070.0,411.0,Carrum Primary School,211.62743791997374,201,Patterson River Secondary College,1095.6519317410705,not ranked
259,ID855177044,5/80 Burke Rd,MALVERN EAST,1,u,315000.0,27/11/2016,1.0,1.0,0.0,79.0,-37.8704,145.0495,22248.0,996.5948870233767,20,False,610.0,1743.67,228.0,St Mary's School,418.65669062325367,159,Sacre Coeur,979.6299416696548,16
260,ID566942907,13 Tennyson St,HIGHETT,3,h,1080000.0,19/08/2017,1.0,2.0,652.0,44.0,-37.95422,145.054,52095.0,662.0592301706489,41,False,2837.0,9343.67,1212.67,Our Lady of the Assumption School,1352.5854839039612,not ranked,Cheltenham Secondary College,1289.1808557664276,285
261,ID386767074,10 Melville Cl,KEILOR,3,h,678500.0,9/09/2017,1.0,2.0,539.0,44.0,-37.71296,144.82223,20001.0,3097.4175727571587,30,False,318.33,497.0,140.67,St Augustine's Primary School,299.75859752469444,not ranked,Overnewton Anglican Community College,717.6565721867241,not ranked
262,ID757185505,1/72 Rathmines St,FAIRFIELD,2,u,510000.0,18/03/2017,1.0,1.0,1658.0,49.0,-37.7781,145.0157,19930.0,159.5811693928702,23,False,330.33,1855.0,82.0,Fairfield Primary School,413.78377864921254,193,Santa Maria College,1447.8133056046622,137
263,ID217835995,75 Earl St,KEW,2,h,2875000.0,27/06/2016,1.0,1.0,1065.0,109.0,-37.7944,145.0339,19931.0,1796.9131285917551,25,True,271.67,771.67,74.0,Kew Primary School,1029.4519364489443,356,Alphington Grammar School,1568.024837253094,86
264,ID308734930,4/15 Rix St,GLEN IRIS,2,u,720000.0,25/02/2017,1.0,2.0,0.0,79.0,-37.8468,145.0515,19912.0,721.3602131654109,22,False,2047.67,9171.0,742.33,Bialik College,874.6529291289486,148,Alia College,683.88270610876,500
265,ID297526368,2 Fitzroy Gr,CHADSTONE,4,h,1415500.0,22/05/2016,2.0,1.0,1033.0,69.0,-37.8738,145.1095,19840.0,228.64670205618262,34,False,1540.67,6062.33,477.67,St Mary Magdalen's School,987.2448045620354,not ranked,Ashwood High School,1166.0566477036245,241
266,ID730944741,6/68 Brinsley Rd,CAMBERWELL,2,u,558000.0,22/08/2016,1.0,1.0,0.0,89.0,-37.8316,145.06799999999996,19852.0,145.0974115030718,23,True,3703.67,18944.0,2039.33,Camberwell Primary School,883.256078210874,35,Camberwell High School,453.5201123156081,112
267,ID996383343,129 Roberts St,YARRAVILLE,5,h,1137500.0,22/05/2016,3.0,4.0,446.0,69.0,-37.8146,144.8692,20022.0,1794.9975197330248,15,False,703.67,1502.0,135.67,Kingsville Primary School,529.2592927531807,451,Gilmore College For Girls,2842.752002421695,387
268,ID487876787,233/4 Bik La,FITZROY NORTH,2,u,700000.0,3/09/2016,2.0,1.0,4332.0,9.0,-37.7846,144.9785,20019.0,1233.1482717227354,19,False,1923.67,8979.33,620.33,Fitzroy North Primary School,499.16989036997217,103,Fitzroy High School,790.4303114300452,248
269,ID572993509,3/8 Mountain Gr,KEW,2,h,890000.0,10/12/2016,1.0,1.0,0.0,49.0,-37.8128,145.0588,19853.0,1532.545231761655,19,False,271.67,771.67,74.0,Our Lady of Good Counsel School,399.6792560955855,421,Genazzano FCJ College,501.8811636933459,not ranked
270,ID459497951,8 Rosamond Cr,DONCASTER EAST,3,h,1620000.0,3/09/2017,2.0,1.0,848.0,44.0,-37.78693,145.16384,19899.0,3872.3834923586273,32,False,3327.0,11071.67,1069.33,Donburn Primary School,159.37974917540717,187,East Doncaster Secondary College,708.431950227012,not ranked
271,ID154301000,122 Altona St,HEIDELBERG WEST,3,h,846000.0,16/09/2017,2.0,2.0,605.0,129.0,-37.74591,145.04449,19935.0,1891.0434671658386,30,False,1173.67,8523.67,974.67,St Pius X School,194.53464234398092,not ranked,East Preston Islamic College,1517.0578062750963,491
272,ID864554567,146 Donald St,BRUNSWICK,3,h,1325000.0,23/09/2017,1.0,1.0,331.0,99.0,-37.75877,144.97316,19966.0,1105.9222113668923,19,False,817.67,1779.67,181.0,St Margaret Mary's School,432.3869467488109,483,Sydney Road Community School,1569.586968496985,447
273,ID642305397,7/8 The Avenue,WINDSOR,1,u,501000.0,16/07/2016,1.0,1.0,0.0,14.0,-37.8571,144.9979,19957.0,528.4719615914432,17,False,1002.67,4068.0,328.33,Windsor Primary School,195.56989536957448,not ranked,Christian Brothers' College St Kilda,264.2234035209832,not ranked
274,ID619302109,3/505 High St,KEW,2,u,515000.0,10/12/2016,1.0,1.0,743.0,134.0,-37.8017,145.0445,19903.0,2307.103553353677,18,False,271.67,771.67,74.0,Kew East Primary School,711.2767962528161,127,Ruyton Girls' School,1147.3098467359962,5
275,ID995530678,9/14 Wahroongaa Cr,MURRUMBEENA,3,t,956000.0,15/07/2017,2.0,1.0,137.0,25.0,-37.887,145.07303000000005,19919.0,611.2127599474409,25,False,298.0,735.0,154.0,Murrumbeena Primary School,248.11147016766006,80,Oakleigh Grammar,1312.4753258274554,270
276,ID559294889,4/38 Alma St,LOWER PLENTY,2,u,650000.0,27/05/2017,2.0,2.0,248.0,24.0,-37.72473,145.11657,19986.0,1136.8550180122284,45,False,1508.33,6073.0,553.67,Lower Plenty Primary School,186.21254702574873,not ranked,Montmorency Secondary College,1214.3645384689132,not ranked
277,ID465690172,2/90 Tinning St,BRUNSWICK,2,u,460000.0,27/05/2017,1.0,1.0,69.0,49.0,-37.75867,144.95678999999996,19967.0,446.5591544435637,17,False,817.67,1779.67,181.0,Brunswick North Primary School,574.5973632163747,not ranked,Sydney Road Community School,1305.9777744123164,447
278,ID228853228,25B Luckins Rd,BENTLEIGH,4,t,1300000.0,20/05/2017,2.0,2.0,352.0,7.0,-37.9317,145.0463,19937.0,889.9507765467863,37,False,959.0,4476.67,324.0,Tucker Road Bentleigh Primary School,255.9381804685955,380,Our Lady of the Sacred Heart College,868.5241147085575,not ranked
279,ID200591352,50 Thompson St,WILLIAMSTOWN,4,h,1630000.0,25/02/2017,2.0,2.0,265.0,9.0,-37.8656,144.9039,19991.0,270.33258953214767,24,False,1064.67,4200.67,432.67,Lumineer Academy - Williamstown,299.7700041381415,not ranked,Williamstown High School,837.7487280210869,104
280,ID513989516,3/111 Clow St,DANDENONG,2,u,370000.0,12/08/2017,1.0,1.0,135.0,29.0,-37.98585,145.22651000000005,22250.0,1542.2719139538171,47,False,1083.67,3612.67,368.33,Dandenong Primary School,630.3527660604061,not ranked,St John's Regional College,487.9666800996477,364
281,ID632994159,27 Kensley Cct,CRAIGIEBURN,4,h,492000.0,24/06/2017,2.0,2.0,479.0,10.0,-37.57005,144.91908999999995,40221.0,4131.974188231429,42,True,1288.33,4242.33,480.0,Newbury Primary School,848.3577501060349,not ranked,Hume Anglican Grammar,1097.6264703839777,286
282,ID358432670,202/800 Chapel St,SOUTH YARRA,2,u,840000.0,25/02/2017,2.0,1.0,0.0,17.0,-37.8361,144.9966,19959.0,456.6254675823888,12,False,1245.0,3886.0,447.67,Richmond Primary School,758.8321957011548,260,Melbourne High School,139.16688005822368,2
283,ID754700921,26 Forster St,NOBLE PARK,3,h,730000.0,27/05/2017,1.0,4.0,695.0,56.0,-37.96015,145.16618,19891.0,501.3342205524226,41,False,84.67,371.67,13.0,Heatherhill Primary School,757.792639731031,not ranked,Keysborough Secondary College,945.5288734238758,not ranked
284,ID846992241,715/300 Swanston St,MELBOURNE,2,u,483000.0,18/03/2017,1.0,1.0,0.0,15.0,-37.8106,144.9646,19842.0,191.19604404034988,4,False,101.33,253.67,33.0,Carlton Gardens Primary School,1045.5233898120593,199,Stott's Colleges,534.2973879789301,not ranked
285,ID235350443,17 Clifton St,CAULFIELD EAST,2,h,1000000.0,25/02/2017,1.0,1.0,472.0,59.0,-37.884,145.0447,19942.0,672.8413721981169,28,False,1021.67,5132.0,325.0,St Anthony's School,385.072347348971,485,Glen Eira College,617.808609298574,215
286,ID450547199,37 Lewis St,ORMOND,3,h,1770000.0,10/09/2016,2.0,2.0,667.0,69.0,-37.9088,145.0471,19940.0,791.0114643314782,31,False,268.33,736.0,128.33,McKinnon Primary School,507.12142265354476,not ranked,McKinnon Secondary College,399.61073536391024,48
